2443614.0,9.3,0,,,Vis.,MOJ,C,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443616.0,9.6,0,,,Vis.,MOJ,C,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443617.0,9.3,0,,,Vis.,MOJ,C,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443618.0,9.6,0,,,Vis.,MOJ,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443619.0,9.6,0,,,Vis.,MOJ,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443621.0,9.7,0,,,Vis.,MOJ,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443627.9,9.8,0,,,Vis.,MOJ,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443646.9,10.8,0,,,Vis.,WSN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443647.9,11.2,0,,,Vis.,STI,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443665.7,11.7,0,,,Vis.,DAJ,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443672.9,12.1,0,,,Vis.,STI,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443692.8,12.5,1,,,Vis.,STI,C,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443696.8,13.1,0,,,Vis.,ANN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2443716.8,13.4,1,,,Vis.,STI,C,,,,,,,V,,,,V3876 SGR,,STD,,,,
2444427.7,13.4,1,,,Vis.,SCE,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2444493.7,13.0,1,,,Vis.,ANN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2444821.8,13.0,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2444837.6,13.5,1,,,Vis.,WSN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2444878.5,13.5,1,,,Vis.,WSN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2444894.5,13.5,1,,,Vis.,WSN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2445255.0,13.6,0,,,Vis.,CR,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2445528.7,13.4,1,,,Vis.,HZL,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2445578.7,12.3,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2445843.8,12.1,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2445884.9,13.0,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2446200.8,13.0,0,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2446232.8,12.3,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2446285.3,12.1,1,,,Vis.,STF,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2446973.4,11.6,1,,,Vis.,STF,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2447063.0,16.0,1,,,Vis.,CR,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2447706.9,12.1,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2447713.8,12.0,0,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2447738.8,13.1,0,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2448047.9,12.3,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2448130.7,12.5,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2448419.8,12.3,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2448940.4444,6.9,0,,,Vis.,LX,,,,,,,,Z,,,,V3876 SGR,,STD,,,,
2449151.8,11.0,0,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2449184.7,12.1,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2449208.4,12.1,1,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2449237.289,9.6,1,,,Vis.,GBZ,C,,,,,,,V,,,,V3876 SGR,,STD,,,,
2449250.7,12.0,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2449521.5,12.1,1,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2449545.5,12.1,1,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2449567.4,12.3,0,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2449570.5958,8.7,1,,,Vis.,ILS,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2449603.6535,10.8,0,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2449629.493,7.1,0,,,Vis.,LX,,,,,,,,Z,,,,V3876 SGR,,STD,,,,
2449894.5,13.4,1,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2449956.4,10.5,0,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2450245.8576,12.1,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2450385.4722,7.0,0,,,Vis.,LX,,,,,,,,Z,,,,V3876 SGR,,STD,,,,
2450404.4583,7.1,0,,,Vis.,LX,U,,,,,,,Z,,,,V3876 SGR,,STD,,,,
2450638.5,11.3,0,,,Vis.,FSJ,,,,,,,,V,,,,V3876 SGR,AFOEV,STD,,,,
2451427.6993,12.3,1,,,Vis.,HK,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2451715.7722,11.00,0,,,V,OCN,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2451747.0,11.2,0,,,Vis.,CR,,,,,,,,V,,,,V3876 SGR,,STD,,,,
2452872.4,12.1,1,,,Vis.,KTZ,,121,,PD1978,,,,V,,,,V3876 SGR,,STD,,,,
2456134.0813,13.0,1,,,Vis.,PEX,B,128,,NA,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456150.1319,13.0,1,,,Vis.,PEX,B,126,,NA,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456162.1299,15.0,1,,,Vis.,PEX,B,140,,NA,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456169.1069,14.5,1,,,Vis.,PEX,B,140,,NA,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456177.0972,15.0,1,,,Vis.,PEX,B,140,,NA,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456187.0618,15.0,1,,,Vis.,PEX,B,140,,NA,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456357.3514,13.2,0,,,Vis.,PEX,,128,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456363.3375,13.7,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456373.3424,13.8,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456381.3424,14.2,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456391.2965,13.9,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456424.3014,14.9,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456433.2826,15.3,1,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456445.2944,15.0,1,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456455.1528,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456474.1285,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456492.0840,14.3,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456503.1201,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456524.0993,14.8,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456541.0639,15.2,1,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456551.0597,14.6,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456573.3125,13.3,1,,,Vis.,FSJ,,NA,,NA,,,,Z,,,,V3876 SGR,AFOEV,STD,,,,
2456712.3660,12.9,0,,,Vis.,PEX,B,126,140,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456727.3382,13.7,0,,,Vis.,PEX,,128,140,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456751.3736,14.0,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456760.3764,14.5,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456778.3465,15.2,0,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456811.3111,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456824.0986,14.0,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
