2456833.1083,14.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456842.1035,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456871.0813,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456872.4185,13.7,1,,,Vis.,FSJ,,NA,,NA,,,,Z,,,,V3876 SGR,AFOEV,STD,,,,
2456893.1021,15.0,1,,,Vis.,PEX,U,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456916.0597,14.8,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2456937.0146,14.5,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,RASNZ-VSS,STD,,,,
2457073.3479,13.0,1,,,Vis.,PEX,,126,,7606BRY,,,,Z,,,,V3876 SGR,VSS,STD,,,,
2457085.3389,13.8,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,VSS,STD,,,,
2457101.3069,13.9,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,VSS,STD,,,,
2457107.3063,15.0,1,,,Vis.,PEX,W,140,,7606BRY,,,,Z,,,,V3876 SGR,VSS,STD,,,,
2457114.3403,14.2,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,VSS,STD,,,,
2457125.3097,14.8,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,VSS,STD,,,,
2457132.3146,15.0,0,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457140.2972,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457153.3049,14.8,1,,,Vis.,PEX,B,140,,7606BRY,U,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457161.2847,15.2,1,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457171.2840,15.0,1,,,Vis.,PEX,,NA,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457183.2722,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457197.1167,14.5,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457218.2424,15.0,1,,,Vis.,PEX,W,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457239.0806,14.8,1,,,Vis.,PEX,U,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457259.0917,14.5,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457267.0660,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457281.0333,14.6,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457286.0604,14.2,0,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457302.0160,13.8,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457452.3465,13.9,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457458.3535,13.8,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457465.3236,13.9,0,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457481.3333,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457493.3097,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457511.3132,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457519.3556,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457538.3125,14.5,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457545.2965,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457554.1410,14.5,1,,,Vis.,PEX,B,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
2457572.1028,15.0,1,,,Vis.,PEX,,140,,7606BRY,,,,Z,,,,V3876 SGR,AAVSO,STD,,,,
