2452538.5962,6.0,0,,,V,WJD,K,921,873,K,,,,V,,,,V4743 SGR,,STD,,,,
2452538.6039,6.44,0,,,B,WJD,K,1034,898,K,,,,V,,,,V4743 SGR,,STD,,,,
2452538.645,6.1,0,,,Vis.,GAJ,,,,,Used CONVERTV at HQ,,,V,,,,V4743 SGR,,STD,,,,
2452538.7292,5.8,0,,,Vis.,LMK,,,,,,,,V,,,,V4743 SGR,,STD,,,,
2452538.7409,5.8,0,,,Vis.,LMK,,,,,Used CONVERTV at HQ,,,V,,,,V4743 SGR,,STD,,,,
2452538.7674,5.8,0,,,Vis.,BJS,S,56E,60NE,A,,,,V,,,,V4743 SGR,,STD,,,,
2452538.7889,5.8,0,,,Vis.,LMK,Y,59,50,B020921,,,,V,,,,V4743 SGR,,STD,,,,
2452538.9097,5.8,0,,,Vis.,BJS,S,56E,60NE,A,,,,V,,,,V4743 SGR,,STD,,,,
2452538.91,5.8,0,,,Vis.,BJS,,,,,,,,V,,,,V4743 SGR,,STD,,,,
2452538.9389,5.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V4743 SGR,VSS,STD,,,,
2452538.9757,5.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V4743 SGR,VSS,STD,,,,
2452539.0139,5.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,V4743 SGR,VSS,STD,,,,
2452539.203,6.0,0,,,Vis.,MLF,,,,,,,,V,,,,V4743 SGR,,STD,,,,
2452539.2639,5.7,0,,,Vis.,SSW,T,51,58,TYCHO2,,,,V,,,,V4743 SGR,,STD,,,,
2452539.3090,5.9,0,,,Vis.,MUY,,5.8-6.2,,TYCHO-2,,,,V,,,,V4743 SGR,,STD,,,,
2452539.32,5.8,0,,,Vis.,OJR,,,,,,,,V,,,,V4743 SGR,,STD,,,,
2452539.3299,6.2,0,,,Vis.,TDB,,61,59,SB02,,,,V,,,,V4743 SGR,,STD,,,,
2452539.3924,5.9,0,,,Vis.,LCR,,57,62,AAVSO ST,,,,V,,,,V4743 SGR,,STD,,,,
2452539.4931,6.0,0,,,Vis.,GAJ,,59,61,3,,,,V,,,,V4743 SGR,,STD,,,,
2452539.4937,6.1,0,,,Vis.,MHI,,61,,SB 02,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5062,6.0,0,,,Vis.,VWA,M,61,59,020921,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5139,5.9,0,,,Vis.,GHT,B,59,61,PB2002,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5174,6.0,0,,,Vis.,STI,,59,61,SB9/21/0,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5277,5.9,0,,,Vis.,LIW,,,,,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5277,5.9,0,,,Vis.,MGQ,,na,na,na,,,,Z,,,,V4743 SGR,,STD,,,,
2452539.5312,6.2,0,,,Vis.,AWJ,,61,69,SB020921,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5312,6.0,0,,,Vis.,MHI,,61,,SB 02,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5514,5.9,0,,,Vis.,BTB,,50,59,SB2002,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5542,6.0,0,,,Vis.,AAX,M,59,61,SB020921,MOON,,,V,,,,V4743 SGR,,STD,,,,
2452539.559,6.0,0,,,Vis.,STI,,59,61,SB9/21/0,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5625,5.9,0,,,Vis.,ZPA,M,50,61,020921,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5764,6.2,0,,,Vis.,RDV,,61,50,1901-22,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5771,5.85,0,,,V,WJD,,,,,Used CONVERTV at HQ,,,V,,,,V4743 SGR,,STD,,,,
2452539.5806,6.18,0,,,B,WJD,,,,,Used CONVERTV at HQ,,,V,,,,V4743 SGR,,STD,,,,
2452539.5896,5.7,0,,,Vis.,BDD,,61,59,1855-22,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5896,6.2,0,,,Vis.,CKB,,50,61,S020921,,,,V,,,,V4743 SGR,,STD,,,,
2452539.5903,5.8,0,,,Vis.,KRB,Y,50,61,SB2002,,,,V,,,,V4743 SGR,,STD,,,,
