FILENAME,WAVE COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVE RANGE 1,WAVE RANGE 2
V4157SGH_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448949.515428241,Williams,CTIO 1 m,2D-Frutti,3.57255291938783,3197.58081054689,7459.63644337657
V4157SGG_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448900.5230324073,Williams,CTIO 1 m,2D-Frutti,7.87692308425907,5989.54736328127,10487.270444393198
V4157SGB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448687.8897453705,Williams,CTIO 1 m,2D-Frutti,8.283712,3000.0,7729.999551999999
V4157SGE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448806.7036805553,Williams,CTIO 1 m,2D-Frutti,8.285444,3018.04,7740.74308
V4157SGC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448704.7954513887,Williams,CTIO 1 m,2D-Frutti,2.336,3666.189,7214.572999999999
V4157SGA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448672.888564815,Williams,CTIO 1 m,2D-Frutti,2.35,3640.398,7210.048000000001
V4157SGJ_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2449098.7425,Williams,CTIO 1 m,2D-Frutti,3.569819,3214.166,7462.25061
V4157SGD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448754.762800926,Williams,CTIO 1 m,2D-Frutti,3.572192,3254.628,7487.675520000001
V4157SGK_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2449164.6776851853,Williams,CTIO 1 m,2D-Frutti,8.27227973937993,2999.93896484376,7723.4106960297
V4157SGF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448832.7055555554,Williams,CTIO 1 m,2D-Frutti,3.582659,3251.0,10226.437073000001
V4157SGI_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2449069.772337963,Williams,CTIO 1 m,2D-Frutti,8.29105472564702,2961.32055664064,7695.512804985088
