FILENAME,WAVE COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVE RANGE 1,WAVE RANGE 2
V2264OPB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448371.8855902776,Williams,CTIO 1 m,2D-Frutti,8.293863,3200.0,11004.525083
V2264OPG_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448501.4702314814,Williams,CTIO 1 m,2D-Frutti,8.287094,3007.131,7739.0616740000005
V2264OPJ_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448832.664664352,Williams,CTIO 1 m,2D-Frutti,3.585125,3245.849,7497.807250000001
V2264OPC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448384.7430208335,Williams,CTIO 1 m,2D-Frutti,7.884443,3313.0,10519.380902
V2264OPA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448366.875196759,Williams,CTIO 1 m,2D-Frutti,8.281934,3210.0,11036.42763
V2264OPH_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448687.8627314814,Williams,CTIO 1 m,2D-Frutti,8.283712,3000.0,7729.999551999999
V2264OPE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448419.7613425925,Williams,CTIO 1 m,2D-Frutti,3.561723,3322.0,10032.286132000001
V2264OPF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448440.669583333,Williams,CTIO 1 m,2D-Frutti,8.283463,3317.0,10896.368644999999
V2264OPD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448400.716076389,Williams,CTIO 1 m,2D-Frutti,8.285135,2943.71,7674.5220850000005
V2264OPI_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448754.7152199075,Williams,CTIO 1 m,2D-Frutti,3.571943,3255.898,7488.650455
