2452533.5072,8.13,0,,,V,LIW,,B),,,Used CONVERTV at HQ,,,V,,,,V4742 SGR,,STD,,,,
2452533.5819,8.0,0,,,Vis.,KRB,TY,74,82,TYCHO-2,,,,V,,,,V4742 SGR,,STD,,,,
2452533.582,8.0,0,,,Vis.,KRB,,,,,Used CONVERTV at HQ,,,V,,,,V4742 SGR,,STD,,,,
2452533.8035,8.0,0,,,Vis.,BJS,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452533.8174,8.3,0,,,Vis.,JA,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452533.891,7.9,0,,,Vis.,LMK,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452534.2958,7.7,0,,,Vis.,JON,,HL 72-83,,SC020916,,,,V,,,,V4742 SGR,,STD,,,,
2452534.354,8.0,0,,,Vis.,SPK,,,,,Used CONVERTV at HQ,,,V,,,,V4742 SGR,AFOEV,STD,,,,
2452534.5395,8.1,0,,,Vis.,SQH,T,733,815,-,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5417,8.2,0,,,Vis.,SQH,T,815,733,-,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5472,8.3,0,,,Vis.,BRJ,T,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5520,7.9,0,,,Vis.,AWJ,M,72,80,SC020916,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5556,8.0,0,,,Vis.,WEI,RY,80,83,SC91602,REDDISH,,,V,,,,V4742 SGR,,STD,,,,
2452534.5625,8.1,0,,,Vis.,MOW,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5729,8.2,0,,,Vis.,RDV,,83,72,1756-25,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5764,8.5,0,,,Vis.,ARC,HU,90,87,SB1990,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5840,8.4,0,,,Vis.,MRV,,83,87,SC9/02,917020201,,,V,,,,V4742 SGR,,STD,,,,
2452534.5889,8.2,0,,,Vis.,KRB,Y,80,83,SC2002,,,,V,,,,V4742 SGR,,STD,,,,
2452534.590,8.5,0,,,Vis.,FJD,,83,87,020916,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5910,8.0,0,,,Vis.,TDB,,83,72,SC02,,,,V,,,,V4742 SGR,,STD,,,,
2452534.5951,9.58,0,,,B,WJD,G,1121,991,K,,,,V,,,,V4742 SGR,,STD,,,,
2452534.6013,7.09,0,,,R,WJD,G,1004,817,K,,,,V,,,,V4742 SGR,,STD,,,,
2452534.6167,7.96,0,,,V,WJD,G,1045,879,K,,,,V,,,,V4742 SGR,,STD,,,,
2452534.6243,8.5,0,,,Vis.,MYC,M,83,87,SC2002,,,,V,,,,V4742 SGR,,STD,,,,
2452534.6444,8.3,0,,,Vis.,PCH,BM,83,,020916C,,,,V,,,,V4742 SGR,,STD,,,,
2452534.7701,8.6,0,,,Vis.,LMK,BM,83,87,C020916,,,,V,,,,V4742 SGR,,STD,,,,
2452534.9965,8.7,0,,,Vis.,PEX,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452535.0770,8.8,0,,,Vis.,HWD,P,87,,SC2002,,,,V,,,,V4742 SGR,,STD,,,,
2452535.1007,8.7,0,,,Vis.,PEX,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452535.3,8.2,0,,,Vis.,MRX,,,,,,,,V,,,,V4742 SGR,AFOEV,STD,,,,
2452535.3000,8.5,0,,,Vis.,MRX,,82,87,SC02,,,,V,,,,V4742 SGR,AFOEV,STD,,,,
2452535.3021,8.5,0,,,Vis.,KAM,,83,87,PC2002,,,,V,,,,V4742 SGR,,STD,,,,
2452535.338,8.6,0,,,Vis.,SPK,,,,,Used CONVERTV at HQ,,,V,,,,V4742 SGR,AFOEV,STD,,,,
2452535.4583,8.7,0,,,Vis.,PLA,M,83,90,020916,MOONLIGHT,,,V,,,,V4742 SGR,,STD,,,,
2452535.5139,8.5,0,,,Vis.,OCN,,83,87,PC020916,,,,V,,,,V4742 SGR,,STD,,,,
2452535.5153,8.5,0,,,Vis.,BRJ,T,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452535.5208,8.8,0,,,Vis.,SET,,72,83,XXX,,,,V,,,,V4742 SGR,,STD,,,,
2452535.5417,8.2,0,,,Vis.,MOW,,,,,,,,V,,,,V4742 SGR,,STD,,,,
2452535.5556,8.3,1,,,Vis.,WAH,,83,,C020916,,,,V,,,,V4742 SGR,,STD,,,,
