3260.000000,9.1262e-13
3263.583578,9.09788e-13
3267.167156,9.12791e-13
3270.750734,9.17752e-13
3274.334312,9.09226e-13
3277.917890,8.93539e-13
3281.501468,8.78138e-13
3285.085046,8.58803e-13
3288.668624,8.23147e-13
3292.252202,7.7399e-13
3295.835780,7.55546e-13
3299.419358,7.76046e-13
3303.002936,8.13689e-13
3306.586514,8.64423e-13
3310.170092,9.00372e-13
3313.753670,9.14935e-13
3317.337248,9.18222e-13
3320.920826,8.79674e-13
3324.504404,8.49046e-13
3328.087982,7.91483e-13
3331.671560,7.77771e-13
3335.255138,8.54517e-13
3338.838716,8.53865e-13
3342.422294,8.56412e-13
3346.005872,8.65906e-13
3349.589450,8.7976e-13
3353.173028,9.04384e-13
3356.756606,9.05208e-13
3360.340184,8.83876e-13
3363.923762,8.86621e-13
3367.507340,9.03938e-13
3371.090918,9.142e-13
3374.674496,9.00693e-13
3378.258074,8.80234e-13
3381.841652,8.76274e-13
3385.425230,8.62482e-13
3389.008808,8.59875e-13
3392.592386,8.84387e-13
3396.175964,8.79442e-13
3399.759542,8.43518e-13
3403.343120,8.09493e-13
3406.926698,7.83848e-13
3410.510276,7.82053e-13
3414.093854,8.00071e-13
3417.677432,8.10743e-13
3421.261010,8.04735e-13
3424.844588,8.15353e-13
3428.428166,8.55733e-13
3432.011744,8.75243e-13
3435.595322,8.63795e-13
3439.178900,8.50122e-13
3442.762478,8.38256e-13
3446.346056,8.35222e-13
3449.929634,8.57526e-13
3453.513212,8.79953e-13
3457.096790,8.90933e-13
3460.680368,9.01842e-13
3464.263946,8.96974e-13
3467.847524,8.9001e-13
3471.431102,8.7116e-13
3475.014680,8.42821e-13
3478.598258,8.42883e-13
3482.181836,8.55335e-13
3485.765414,8.4702e-13
3489.348992,8.42171e-13
3492.932570,8.49137e-13
3496.516148,8.55177e-13
3500.099726,8.63067e-13
3503.683304,8.63421e-13
3507.266882,8.73675e-13
3510.850460,8.66887e-13
3514.434038,8.46948e-13
3518.017616,8.28481e-13
3521.601194,8.00224e-13
3525.184772,7.89579e-13
3528.768350,7.896e-13
3532.351928,7.92418e-13
3535.935506,7.83211e-13
3539.519084,7.71209e-13
3543.102662,7.80826e-13
3546.686240,7.79904e-13
3550.269818,7.74959e-13
3553.853396,7.77597e-13
3557.436974,7.7714e-13
3561.020552,7.69143e-13
3564.604130,7.65348e-13
3568.187708,7.75532e-13
3571.771286,7.87846e-13
3575.354864,7.9986e-13
3578.938442,8.11013e-13
3582.522020,8.06308e-13
3586.105598,8.01879e-13
3589.689176,8.04036e-13
3593.272754,8.13476e-13
3596.856332,8.16612e-13
3600.439910,8.17641e-13
3604.023488,8.16634e-13
3607.607066,8.12032e-13
3611.190644,8.24614e-13
3614.774222,8.30861e-13
3618.357800,8.30518e-13
3621.941378,8.34359e-13
3625.524956,8.2893e-13
3629.108534,8.24804e-13
3632.692112,8.21778e-13
3636.275690,8.2916e-13
3639.859268,8.33968e-13
3643.442846,8.21397e-13
3647.026424,8.18259e-13
3650.610002,8.20441e-13
