FILENAME,WAVE COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVE RANGE 1,WAVE RANGE 2
V977SCOH_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448050.779560185,Williams,CTIO 1 m,2D-Frutti,7.884129,3016.0,10553.227324
V977SCOF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2447997.8027546294,Williams,CTIO 1 m,2D-Frutti,7.883959,3010.0,10562.832722
V977SCOJ_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448419.831400463,Williams,CTIO 1 m,2D-Frutti,3.564885,3291.0,10028.63265
V977SCOB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2447784.544548611,Williams,CTIO 1 m,2D-Frutti,7.865681,3208.836,10516.053649
V977SCOA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2447760.5378356483,Williams,CTIO 1 m,2D-Frutti,7.850703,3000.511,10521.484474
V977SCOG_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448029.762222222,Williams,CTIO 1 m,2D-Frutti,7.8789,3010.0,10565.865099999999
V977SCOI_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448120.5170486113,Williams,CTIO 1 m,2D-Frutti,8.305933,2978.829,7738.128608999999
V977SCOE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2447985.888298611,Williams,CTIO 1 m,2D-Frutti,7.87948,3100.0,10412.157439999999
V977SCOD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2447945.8730671294,Williams,CTIO 1 m,2D-Frutti,8.268698,3172.891,7910.854954
V977SCOK_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448716.7728819447,Williams,CTIO 1 m,2D-Frutti,3.537542,3237.054,7460.879148
V977SCOC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2447802.6088425927,Williams,CTIO 1 m,2D-Frutti,7.839624,3013.176,10562.733912
