2452301.0271,9.19,0,,,V,WJD,T, 994,977,,,,,V,,,,V2540 OPH,,STD,,,,
2452301.0305,8.67,0,,,R,WJD,T, 963,968,,,,,V,,,,V2540 OPH,,STD,,,,
2452301.0306,8.67,0,,,R,WJD,,,,,Used CONVERTV at HQ,,,V,,,,V2540 OPH,,STD,,,,
2452301.1597,9.1,0,,,Vis.,JA,WZ,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452301.3569,9.1,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452301.833,9.2,0,,,Vis.,GAJ,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452301.9819,9.1,0,,,Vis.,MRV,,90,92,SC1/02,127021134,,,V,,,,V2540 OPH,,STD,,,,
2452302.1576,9.0,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452302.1583,8.9,0,,,Vis.,LMK,,,,,Used CONVERTV at HQ,,,V,,,,V2540 OPH,,STD,,,,
2452302.3333,9.0,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452302.8013,8.9,0,,,Vis.,SQH,T,90,92,-,,,,V,,,,V2540 OPH,,STD,,,,
2452302.8715,9.03,0,,,CR,LIW,,R,,,,,,V,,,,V2540 OPH,,STD,,,,
2452303.712,8.9,0,,,Vis.,DPV,,8.8,9.3,UNKNOWN,,,,Z,,,,V2540 OPH,,STD,,,,
2452303.731,8.9,0,,,Vis.,GRL,LTY,875,898,TYCHO1,,,,V,,,,V2540 OPH,NAS,STD,,,,
2452303.7326,9.0,0,,,Vis.,KWO,,87,90,C012702,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452304.684,8.9,0,,,Vis.,SSW,LM,87,90,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452304.7257,8.9,0,,,Vis.,KWO,,87,90,C012702,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452304.749,8.8,0,,,Vis.,GRL,LTY,875,898,TYCHO1,,,,V,,,,V2540 OPH,NAS,STD,,,,
2452305.3424,8.4,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452306.338,8.4,0,,,Vis.,PEX,,,,,Used CONVERTV at HQ,,,V,,,,V2540 OPH,,STD,,,,
2452306.7000,8.6,0,,,Vis.,RMQ,,87,,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452307.0000,8.8,0,,,Vis.,KRB,,,,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452307.1792,9.0,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452307.7083,8.9,0,,,Vis.,VDL,,8.7  9.3,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452307.7972,8.9,0,,,Vis.,AAX,M,87,90,SC012702,MOON,,,V,,,,V2540 OPH,,STD,,,,
2452308.1771,8.6,0,,,Vis.,JA,WZ,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452308.3354,8.5,0,,,Vis.,PEX,W,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452308.6861,8.6,0,,,Vis.,SSW,BL,87,90,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452308.7049,9.1,0,,,Vis.,KHL,,92,94,PD0102,,,,V,,,,V2540 OPH,,STD,,,,
2452308.7924,8.9,0,,,Vis.,AAX,M,87,90,SC012702,MOON,,,V,,,,V2540 OPH,,STD,,,,
2452308.833,8.9,0,,,Vis.,GAJ,,91,93,SD2002,,,,V,,,,V2540 OPH,,STD,,,,
2452308.9632,8.9,0,,,Vis.,MRV,,87,90,SC1/02,203021107,,,V,,,,V2540 OPH,,STD,,,,
2452308.9854,9.0,0,,,Vis.,LZT,BM,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452309.1618,8.6,0,,,Vis.,JA,W,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452309.334,9.0,0,,,Vis.,PEX,W,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452309.6840,9.0,0,,,Vis.,MGE,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452309.7444,8.9,0,,,Vis.,VDL,,8.7  9.0,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452309.9931,9.1,0,,,Vis.,LZT,BW,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452310.7979,9.0,0,,,Vis.,AAX,M,87,90,SC012702,MOON,,,V,,,,V2540 OPH,,STD,,,,
2452310.8027,9.6,0,,,Vis.,SQH,,100,98,-,,,,V,,,,V2540 OPH,,STD,,,,
2452311.3313,9.2,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452311.6736,9.6,0,,,Vis.,MGE,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452311.695,9.6,0,,,Vis.,DPV,,9.4,9.8,UNKNOWN,,,,Z,,,,V2540 OPH,,STD,,,,
2452311.7354,9.4,0,,,Vis.,VDL,,9.2  10.0,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452311.7465,9.7,0,,,Vis.,WLP,,93,98,C 012702,,,,V,,,,V2540 OPH,KNVWS,STD,,,,
2452311.8104,9.8,0,,,Vis.,AAX,M,94,98,SC012702,MOON,,,V,,,,V2540 OPH,,STD,,,,
2452311.8150,9.1,0,,,Vis.,SQH,T,90,92,-,,,,V,,,,V2540 OPH,,STD,,,,
2452312.3313,9.6,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452312.7299,9.6,0,,,Vis.,VDL,,9.2,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452312.9708,9.4,0,,,Vis.,SXN,Y,92,93,SC02, ACTIVE,,,V,,,,V2540 OPH,,STD,,,,
2452312.9875,9.6,0,,,Vis.,LZT,B,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452313.3326,9.8,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452313.9652,9.60,0,,,V,WJD,,994,977,K,,,,V,,,,V2540 OPH,,STD,,,,
2452313.9736,9.4,0,,,Vis.,KRB,Y,92,94,SC2002,FADING,,,V,,,,V2540 OPH,,STD,,,,
2452313.9771,9.8,0,,,Vis.,MRV,,92,100,SC1/02,208021127,,,V,,,,V2540 OPH,,STD,,,,
2452313.9852,9.6,0,,,V,WJD,,100,98,1731-16C,,,,V,,,,V2540 OPH,,STD,,,,
2452313.9876,8.77,0,,,R,WJD,T,963,968,K,,,,V,,,,V2540 OPH,,STD,,,,
2452314.3292,9.6,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452314.6806,9.6,0,,,Vis.,MGE,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452314.9764,9.6,0,,,Vis.,WI,,94,98,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452314.9785,9.6,0,,,Vis.,MRV,,92,100,SC1/02,209021129,,,V,,,,V2540 OPH,,STD,,,,
2452315.3382,9.5,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452315.7799,9.8,0,,,Vis.,AAX,,94,98,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452315.8020,9.6,0,,,Vis.,SQH,,100,98,-,,,,V,,,,V2540 OPH,,STD,,,,
2452316.3556,9.4,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452316.8090,8.8,0,,,Vis.,SQH,T,87,90,-,,,,V,,,,V2540 OPH,,STD,,,,
2452316.9861,8.9,0,,,Vis.,LZT,B,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452317.2792,8.7,0,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,Z,,,,V2540 OPH,,STD,,,,RASNZ
2452317.3264,8.2,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452317.7931,8.7,0,,,Vis.,AAX,,87,90,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452318.2701,8.4,0,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,Z,,,,V2540 OPH,,STD,,,,RASNZ
2452318.9844,8.29,0,,,V,WJD,,994,977,K,,,,V,,,,V2540 OPH,,STD,,,,
2452318.9861,8.3,0,,,Vis.,LZT,AB,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452319.1716,8.4,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452319.2625,8.8,0,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,Z,,,,V2540 OPH,,STD,,,,RASNZ
2452319.3368,8.5,0,,,Vis.,PEX,,87,,012702,,,,V,,,,V2540 OPH,,STD,,,,
2452319.5910,8.7,0,,,Vis.,RMQ,,87,,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452319.6875,8.9,0,,,Vis.,VFK,,,,,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452319.7285,8.7,0,,,Vis.,MUY,,8.7-9.2,,SC0102,,,,V,,,,V2540 OPH,,STD,,,,
2452319.7292,8.7,0,,,Vis.,VDL,,8.7  9.2,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452319.7410,8.8,0,,,Vis.,WLP,,87,90,C 012702,,,,V,,,,V2540 OPH,KNVWS,STD,,,,
2452319.9768,8.89,0,,,V,WJD,,994,977,K,,,,V,,,,V2540 OPH,,STD,,,,
2452319.9785,8.9,0,,,Vis.,MRV,,87,90,SC1/02,214021129,,,V,,,,V2540 OPH,,STD,,,,
2452319.9819,9.0,0,,,Vis.,LZT,B,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452320.1674,8.9,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452320.2576,9.0,0,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,Z,,,,V2540 OPH,,STD,,,,RASNZ
2452320.6666,9.3,0,,,Vis.,SSW,,92,93,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452320.7007,9.1,0,,,Vis.,KWO,,87,90,C012702,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452320.7083,9.8,0,,,Vis.,EPE,,,,,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452320.7257,9.3,0,,,Vis.,WLP,,92,93,C 012702,,,,V,,,,V2540 OPH,KNVWS,STD,,,,
2452320.7306,9.3,0,,,Vis.,VDL,,9.2  10.0,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452320.7764,9.8,0,,,Vis.,AAX,,92,98,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452320.8118,9.9,0,,,Vis.,AAX,,92,98,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452320.9458,9.4,0,,,Vis.,MOW,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452321.1688,9.6,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452321.3319,9.6,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452321.6444,9.8,0,,,Vis.,RMQ,,93,102,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452321.6902,9.8,0,,,Vis.,EPE,,,,,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452321.697,10.0,0,,,Vis.,DPV,,9.8,10.0,UNKNOWN,,,,Z,,,,V2540 OPH,,STD,,,,
2452321.7014,9.6,0,,,Vis.,VDL,,9.2  10.0,,SC012702,,,,V,,,,V2540 OPH,,STD,,,,
2452321.7049,9.6,0,,,Vis.,WLP,,94,98,C 012702,,,,V,,,,V2540 OPH,KNVWS,STD,,,,
2452321.7083,9.4,0,,,Vis.,KWO,,90,93,C012702,,,,V,,,,V2540 OPH,AFOEV,STD,,,,
2452321.7118,9.8,0,,,Vis.,MUY,,9.4-10.0,,SC0102,,,,V,,,,V2540 OPH,,STD,,,,
2452322.2604,9.8,0,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,Z,,,,V2540 OPH,,STD,,,,RASNZ
2452322.2917,9.9,0,,,Vis.,PEX,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452322.6701,10.0,0,,,Vis.,RMQ,,93,102,SC2002,,,,V,,,,V2540 OPH,,STD,,,,
2452322.6771,10.0,0,,,Vis.,MGE,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452322.7146,9.9,0,,,Vis.,WLP,,98,100,C 012702,,,,V,,,,V2540 OPH,KNVWS,STD,,,,
2452323.1653,10.1,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452323.2569,9.8,0,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,Z,,,,V2540 OPH,,STD,,,,RASNZ
2452323.2965,10.0,0,,,Vis.,PEX,,100,98,012702,,,,V,,,,V2540 OPH,,STD,,,,
2452323.664,10.1,0,,,Vis.,KMM,S,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452323.9625,9.9,0,,,Vis.,MOW,,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452323.9792,10.1,0,,,Vis.,LZT,B,,,,,,,V,,,,V2540 OPH,,STD,,,,
2452324.1847,10.1,0,,,Vis.,JA,,,,,,,,V,,,,V2540 OPH,,STD,,,,
