2445354.335,7.5,0,,,Vis.,OB,C,,,,,,,V,,,,GQ MUS,,STD,,,,
2445354.351,7.5,0,,,Vis.,OB,C,,,,,,,V,,,,GQ MUS,,STD,,,,
2445354.371,7.5,0,,,Vis.,OB,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445354.385,8.0,0,,,V,HJN,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445354.438,7.5,0,,,Vis.,OB,C,,,,,,,V,,,,GQ MUS,,STD,,,,
2445354.498,7.7,0,,,Vis.,OB,C,,,,,,,V,,,,GQ MUS,,STD,,,,
2445354.96,7.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445355.1,7.8,0,,,Vis.,CR,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445355.275,8.0,0,,,Vis.,OB,C,,,,,,,V,,,,GQ MUS,,STD,,,,
2445355.315,8.0,0,,,Vis.,OB,C,,,,,,,V,,,,GQ MUS,,STD,,,,
2445355.319,7.4,0,,,V,HJN,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445356.5,8.0,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445358.313,8.8,0,,,V,HJN,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445359.3,8.7,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445359.464,8.5,0,,,Vis.,OB,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445359.5,8.6,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445360.5,8.8,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445360.513,8.5,0,,,Vis.,OB,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445362.5,9.0,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445363.0099,8.7,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445364.0,8.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445364.98,8.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445366.07,8.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445367.3,8.5,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445369.4,8.8,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445371.98,8.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445372.5,8.8,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445374.02,9.0,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445376.3,9.0,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445382.4,8.7,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445384.5,8.8,0,,,Vis.,CJA,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445392.96,9.8,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445394.97,9.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445398.05,9.8,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445400.02,9.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445415.94,9.8,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445422.92,10.1,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445429.98,10.4,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445437.92,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445439.95,10.7,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445442.99,10.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445462.89,9.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445464.97,10.2,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445473.98,10.3,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445483.99,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445484.96,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445485.96,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445493.94,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445499.95,9.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445511.92,10.4,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445531.0099,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445533.98,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445545.0,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445552.0,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445554.02,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445555.91,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445559.94,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445566.9,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445573.92,10.4,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445574.95,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445575.92,10.5,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445589.93,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445680.99,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445693.04,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445716.97,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445723.98,10.6,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445729.98,10.3,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445733.96,10.4,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445743.02,10.7,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445753.96,10.8,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445757.94,10.9,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
2445759.339,10.7,0,,,Vis.,OB,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445760.322,10.7,0,,,Vis.,OB,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445762.34,10.7,0,,,Vis.,OB,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445768.3,10.9,0,,,Vis.,PLZ,,,,,,,,V,,,,GQ MUS,,STD,,,,
2445786.06,11.2,0,,,Vis.,WPX,,NA,,NA,,,,Z,,,,GQ MUS,VSS,STD,,,,
