FILENAME,WAVE COL NUM,FLUX COL NUM,FLUX ERR COL NUM,FLUX UNITS,DATE,OBSERVER,TELESCOPE,INSTRUMENT,DISPERSION,WAVE RANGE 1,WAVE RANGE 2
V838HERB_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448371.9005671297,Williams,CTIO 1 m,2D-Frutti,8.304422,3147.0,10953.15668
V838HERD_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448419.796736111,Williams,CTIO 1 m,2D-Frutti,3.575485,3255.0,10019.81762
V838HERF_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448501.535787037,Williams,CTIO 1 m,2D-Frutti,8.283133,3009.811,7739.479943
V838HERA_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448349.8996412037,Williams,CTIO 1 m,2D-Frutti,7.77225,3570.0,10510.61925
V838HERC_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448384.7746412037,Williams,CTIO 1 m,2D-Frutti,7.884627,3208.0,9949.356085
V838HERE_Williams_Optical_Spectra.csv,0,1,NA,ergs/cm^2/sec,2448440.739375,Williams,CTIO 1 m,2D-Frutti,8.285678,2957.014,11010.693016000001
