3316.000000,3.99914e-13
3319.567461,4.06569e-13
3323.134922,4.20526e-13
3326.702383,4.33494e-13
3330.269844,4.45965e-13
3333.837305,4.90305e-13
3337.404766,5.14467e-13
3340.972227,5.26534e-13
3344.539688,5.36268e-13
3348.107149,5.47786e-13
3351.674610,5.48025e-13
3355.242071,5.46264e-13
3358.809532,5.45491e-13
3362.376993,5.45649e-13
3365.944454,5.44778e-13
3369.511915,5.33871e-13
3373.079376,5.2457e-13
3376.646837,5.162e-13
3380.214298,5.04774e-13
3383.781759,4.96912e-13
3387.349220,4.97151e-13
3390.916681,4.99516e-13
3394.484142,4.99366e-13
3398.051603,4.96316e-13
3401.619064,4.95546e-13
3405.186525,4.96408e-13
3408.753986,4.92167e-13
3412.321447,4.90813e-13
3415.888908,4.85577e-13
3419.456369,4.78231e-13
3423.023830,4.72271e-13
3426.591291,4.67975e-13
3430.158752,4.64184e-13
3433.726213,4.50654e-13
3437.293674,4.36939e-13
3440.861135,4.24639e-13
3444.428596,4.15125e-13
3447.996057,4.13897e-13
3451.563518,4.24268e-13
3455.130979,4.43851e-13
3458.698440,4.69476e-13
3462.265901,4.90464e-13
3465.833362,5.04284e-13
3469.400823,5.13515e-13
3472.968284,5.15602e-13
3476.535745,5.15826e-13
3480.103206,5.17767e-13
3483.670667,5.21536e-13
3487.238128,5.18025e-13
3490.805589,5.0604e-13
3494.373050,5.00026e-13
3497.940511,4.89229e-13
3501.507972,4.7258e-13
3505.075433,4.58804e-13
3508.642894,4.41798e-13
3512.210355,4.24738e-13
3515.777816,4.16929e-13
3519.345277,4.01734e-13
3522.912738,3.9179e-13
3526.480199,3.86074e-13
3530.047660,3.75485e-13
3533.615121,3.69155e-13
3537.182582,3.70205e-13
3540.750043,3.79188e-13
3544.317504,3.90576e-13
3547.884965,4.00758e-13
3551.452426,4.13248e-13
3555.019887,4.25845e-13
3558.587348,4.41285e-13
3562.154809,4.6343e-13
3565.722270,4.9114e-13
3569.289731,5.10995e-13
3572.857192,5.24638e-13
