2443736.0,8.8,0,,,Vis.,CR,,NA,,NA,BATESON ARCHIVE RASNZ CODE = CJ,,,Z,,,,V1668 CYG,RASNZ-VSS,STD,,,,RASNZ
2443761.532,6.8,0,,,Vis.,MOW,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443761.75,7.3,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443761.842,6.6,0,,,Vis.,MOW,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443761.87,6.9,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443761.906,7.0,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443761.972,7.0,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.0,6.9,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.596,6.4,0,,,Vis.,MOW,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.6285,6.5,0,,,Vis.,MOJ,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.63,6.8,0,,,Vis.,SVN,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.663,6.8,0,,,Vis.,HUO,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.674,6.2,0,,,Vis.,ANN,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.69,6.6,0,,,Vis.,MYR,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.7,6.6,0,,,Vis.,HR,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.71,6.6,0,,,Vis.,HUO,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.755,6.5,0,,,Vis.,HUO,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.785,6.7,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.785,6.5,0,,,Vis.,HUO,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.866,6.5,0,,,Vis.,HUO,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.913,6.6,0,,,Vis.,COL,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443762.9903,6.5,0,,,Vis.,MOJ,,,,,,,,V,,,,V1668 CYG,,STD,,,,
2443763.3,6.3,0,,,Vis.,CMG,,,,,,,,V,,,,V1668 CYG,KNVWS,STD,,,,
2443763.3319,6.1,0,,,Vis.,ILS,,,,,,,,V,,,,V1668 CYG,,STD,,,,
